id,imdbid,title,release,runtime,budget,revenue,popularity,vote_average,vote_count
812,tt0103639,Aladdin,1992,90,28000000,504050219,16.3574,7.4,3495
813,tt0080339,Airplane!,1980,88,3500000,83453539,13.0632,7.1,1104
814,tt0082010,An American Werewolf in London,1981,97,10000000,31973249,13.3908,7.2,571
816,tt0118655,Austin Powers: International Man of Mystery,1997,94,16500000,67683989,11.7492,6.5,1033
818,tt0295178,Austin Powers in Goldmember,2002,94,63000000,296655431,8.78665,5.9,997
819,tt0117665,Sleepers,1996,147,44000000,165615285,9.19828,7.3,729
820,tt0102138,JFK,1991,189,40000000,205405498,13.8131,7.5,513
824,tt0203009,Moulin Rouge!,2001,127,52500000,179213434,13.6918,7.4,1348
825,tt0145734,Playing by Heart,1998,121,20000000,3970078,3.01009,6.6,49
834,tt0401855,Underworld: Evolution,2006,106,50000000,111340801,12.4968,6.4,1548
837,tt0086541,Videodrome,1983,87,5952000,2120439,7.94504,7.1,464
841,tt0087182,Dune,1984,137,40000000,30925690,9.26119,6.5,576
846,tt0120902,The X Files,1998,121,66000000,189198313,12.3116,6.6,494
847,tt0096446,Willow,1988,126,35000000,57269863,9.91831,6.9,484
848,tt0082288,Dragonslayer,1981,108,18000000,14110013,3.3832,6.5,69
849,tt0085811,Krull,1983,117,27000000,16519460,9.84867,5.8,130
853,tt0215750,Enemy at the Gates,2001,131,68000000,96976270,10.7048,7.2,1023
854,tt0110475,The Mask,1994,101,23000000,351583407,14.1349,6.6,2550
855,tt0265086,Black Hawk Down,2001,144,92000000,172989651,10.0644,7.2,1832
856,tt0096438,Who Framed Roger Rabbit,1988,104,70000000,329803958,16.786,7.2,1466
857,tt0120815,Saving Private Ryan,1998,169,70000000,481840909,21.7581,7.9,5148
858,tt0108160,Sleepless in Seattle,1993,105,21000000,227799884,10.2349,6.5,630
859,tt0094947,Dangerous Liaisons,1988,119,14000000,34670720,11.4678,7.1,267
860,tt0086567,WarGames,1983,114,12000000,79567667,8.32165,7,517
861,tt0100802,Total Recall,1990,113,65000000,261317921,12.9544,7.1,1745
862,tt0114709,Toy Story,1995,81,30000000,373554033,21.9469,7.7,5415
864,tt0106611,Cool Runnings,1993,98,14000000,154864401,8.30721,6.8,510
865,tt0093894,The Running Man,1987,101,27000000,38122105,9.38998,6.4,713
866,tt0308644,Finding Neverland,2004,106,25000000,116766556,15.5296,7.2,1269
867,tt0108162,Sliver,1993,108,40000000,116300000,11.233,4.9,144
868,tt0468565,Tsotsi,2005,94,3000000,9879971,6.0812,6.9,96
869,tt0133152,Planet of the Apes,2001,119,100000000,362211740,17.3198,5.6,1270
873,tt0088939,The Color Purple,1985,154,15000000,146292009,11.5736,7.7,345
879,tt0102057,Hook,1991,144,70000000,300854823,14.5081,6.7,1563
881,tt0104257,A Few Good Men,1992,138,40000000,243240178,12.3302,7.1,899
888,tt0109813,The Flintstones,1994,91,46000000,341631208,15.0196,5,559
889,tt0158622,The Flintstones in Viva Rock Vegas,2000,90,83000000,59468275,6.0536,4.4,140
892,tt0101700,Delicatessen,1991,99,4000000,1794187,12.5654,7.4,320
902,tt0112682,The City of Lost Children,1995,108,18000000,1738611,9.82242,7.6,308
913,tt0155267,The Thomas Crown Affair,1999,113,48000000,124305181,10.9612,6.7,349
918,tt0092666,Blind Date,1987,95,18000000,39321715,6.69629,5.6,115
920,tt0317219,Cars,2006,117,120000000,461983149,18.9079,6.6,3991
921,tt0352248,Cinderella Man,2005,144,88000000,108539911,6.36388,7.3,630
924,tt0363547,Dawn of the Dead,2004,101,28000000,102356381,13.1579,6.8,1039
925,tt0097216,Do the Right Thing,1989,120,6500000,37295445,10.4654,7.6,301
926,tt0177789,Galaxy Quest,1999,102,45000000,90683916,15.8314,6.9,722
927,tt0087363,Gremlins,1984,106,11000000,153083102,11.3331,6.9,1629
928,tt0099700,Gremlins 2: The New Batch,1990,106,50000000,41482207,14.3832,6.3,664
929,tt0120685,Godzilla,1998,139,130000000,379014294,11.2951,5.3,1075
941,tt0093409,Lethal Weapon,1987,110,15000000,120207127,13.1838,7,1367
942,tt0097733,Lethal Weapon 2,1989,114,25000000,227853986,12.8343,6.7,1066
943,tt0104714,Lethal Weapon 3,1992,118,35000000,321731527,10.786,6.4,824
944,tt0122151,Lethal Weapon 4,1998,127,140000000,285444603,14.4706,6.3,782
949,tt0113277,Heat,1995,170,60000000,187436818,17.9249,7.7,1886
950,tt0438097,Ice Age: The Meltdown,2006,91,80000000,660940780,16.646,6.5,3034
951,tt0099938,Kindergarten Cop,1990,111,15000000,201957688,3.67003,5.8,643
953,tt0351283,Madagascar,2005,86,75000000,532680671,16.1362,6.6,3322
954,tt0117060,Mission: Impossible,1996,110,80000000,457696359,15.7935,6.7,2677
955,tt0120755,Mission: Impossible II,2000,123,125000000,546388105,18.9718,5.9,1966
956,tt0317919,Mission: Impossible III,2006,126,150000000,397850012,15.688,6.5,2062
957,tt0094012,Spaceballs,1987,96,22700000,38119483,9.10373,6.7,924
1018,tt0166924,Mulholland Drive,2001,147,15000000,20117339,18.1841,7.7,1517
1024,tt0110005,Heavenly Creatures,1994,99,5000000,3049135,9.43804,6.9,299
1088,tt0298228,Whale Rider,2003,101,8000000,41400000,11.0402,7.1,114
1089,tt0102685,Point Break,1991,120,24000000,83531958,11.4531,6.9,861
1090,tt0139809,The Thirteenth Floor,1999,100,16000000,18564088,9.35659,6.8,381
1091,tt0084787,The Thing,1982,109,15000000,19629760,16.8312,7.8,1629
1103,tt0082340,Escape from New York,1981,99,6000000,50244700,10.1245,6.9,720
1116,tt0460989,The Wind That Shakes the Barley,2006,124,6500000,22889018,6.75252,7.1,155
1124,tt0482571,The Prestige,2006,130,40000000,109676311,16.9456,8,4510
1125,tt0443489,Dreamgirls,2006,134,70000000,154937680,7.73963,6.6,292
1164,tt0449467,Babel,2006,143,25000000,135330182,12.6085,6.9,1083
1165,tt0436697,The Queen,2006,103,15000000,123384128,7.90437,6.8,344
1213,tt0134119,The Talented Mr. Ripley,1999,139,40000000,128798265,11.655,7.1,790
1245,tt0107943,The Remains of the Day,1993,134,11500000,23237911,12.2226,7.5,213
1246,tt0479143,Rocky Balboa,2006,102,24000000,155721132,11.6976,6.5,858
1247,tt0343737,The Good Shepherd,2006,167,85000000,59908565,11.0575,6.3,342
1248,tt0367959,Hannibal Rising,2007,121,50000000,82169884,2.15956,6,666
1250,tt0259324,Ghost Rider,2007,114,110000000,228738393,11.9024,5.2,1754
1251,tt0498380,Letters from Iwo Jima,2006,141,19000000,68673228,11.6496,7.2,553
1255,tt0468492,The Host,2006,119,11000000,88489643,9.38692,6.7,546
1259,tt0465551,Notes on a Scandal,2006,92,15000000,49469904,8.59309,6.9,239
1262,tt0420223,Stranger Than Fiction,2006,113,30000000,53653224,10.7981,7.1,743
1265,tt0398808,Bridge to Terabithia,2007,96,60000000,137587063,8.46021,7,1146
1266,tt0421073,Street Kings,2008,109,20000000,65569869,13.2468,6.3,369
1267,tt0396555,Meet the Robinsons,2007,95,150000000,169332978,10.5296,6.7,787
1268,tt0453451,Mr. Bean's Holiday,2007,90,25000000,229736344,10.1985,6.1,682
1272,tt0448134,Sunshine,2007,107,50000000,32017803,12.7156,7,1210
1273,tt0453556,TMNT,2007,90,34000000,95608995,11.3584,6,349
1278,tt0309987,The Dreamers,2003,115,15000000,15121165,6.68598,7.2,680
1281,tt0118689,Bean,1997,85,18000000,251212670,12.7999,6.3,602
1359,tt0144084,American Psycho,2000,102,7000000,34266564,13.6867,7.3,2128
1360,tt0120679,Frida,2002,123,12000000,56298474,11.2835,7.3,397
1365,tt0285742,Monster's Ball,2001,111,4000000,44909486,6.34119,6.6,254
1368,tt0083944,First Blood,1982,93,15000000,125212904,14.7789,7.2,1523
1369,tt0089880,Rambo: First Blood Part II,1985,96,44000000,300400432,11.9245,6.3,884
1370,tt0095956,Rambo III,1988,102,63000000,189015611,11.6249,5.7,703
1371,tt0084602,Rocky III,1982,99,17000000,270000000,11.6734,6.6,894
1372,tt0450259,Blood Diamond,2006,143,100000000,170877916,12.4779,7.4,2344
1374,tt0089927,Rocky IV,1985,91,31000000,300473716,10.2572,6.6,984
1375,tt0100507,Rocky V,1990,104,42000000,119946358,14.0073,5.3,688
1378,tt0367027,Shortbus,2006,101,2000000,5179037,11.5477,6.3,141
1379,tt0458242,Lights in the Dusk,2006,78,1380000,1615018,2.32939,6.6,27
1381,tt0414993,The Fountain,2006,96,35000000,15304890,11.5771,6.8,852
1389,tt0120780,Out of Sight,1998,123,48000000,77745568,7.34981,6.5,338
1391,tt0245574,Y Tu Mamá También,2001,106,5000000,33616692,13.9625,7.3,321
1392,tt0388789,Born into Brothels,2004,85,350000,3515061,2.96237,6.7,61
1406,tt0101587,City Slickers,1991,112,27000000,179033791,7.33469,6.2,232
1408,tt0112760,Cutthroat Island,1995,119,98000000,10017322,7.28448,5.7,137
1411,tt0102757,The Rapture,1991,100,1227401,1277401,8.31963,6.4,15
1415,tt0320244,Party Monster,2003,98,5000000,742898,3.00784,5.9,60
1417,tt0457430,Pan's Labyrinth,2006,118,19000000,83258226,26.8178,7.6,3122
1422,tt0407887,The Departed,2006,151,90000000,289847354,18.5154,7.9,4455
1427,tt0396171,Perfume: The Story of a Murderer,2006,147,50000000,132180323,10.2973,7.1,1198
1428,tt0285823,Once Upon a Time in Mexico,2003,102,29000000,98185582,8.84336,6.2,605
1429,tt0307901,25th Hour,2002,135,15000000,13060843,10.2719,7.2,640
1430,tt0310793,Bowling for Columbine,2002,120,4000000,35564473,11.3939,7.3,467
1433,tt0256009,The Devil's Backbone,2001,106,4500000,6459020,11.1113,7.2,277
1440,tt0404203,Little Children,2006,136,26000000,14821658,7.31115,6.9,243
1441,tt0445946,The Contract,2006,96,25000000,5549200,5.61596,5.5,152
1443,tt0159097,The Virgin Suicides,1999,97,6000000,10409377,10.5054,7.1,841
1487,tt0167190,Hellboy,2004,122,66000000,99318987,13.2069,6.5,2278
1493,tt0212346,Miss Congeniality,2000,111,45000000,212000000,9.51076,6.1,987
1495,tt0320661,Kingdom of Heaven,2005,144,130000000,211643158,16.2965,6.6,1187
1496,tt0101615,Cool as Ice,1991,91,6000000,1193062,2.32949,4.7,27
1497,tt0103060,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1991,88,25000000,78000000,7.99427,5.8,290
1498,tt0100758,Teenage Mutant Ninja Turtles,1990,93,13500000,202000000,13.1846,6.5,486
1499,tt0108308,Teenage Mutant Ninja Turtles III,1993,96,21000000,42000000,8.13688,5.1,189
1523,tt0455590,The Last King of Scotland,2006,121,6000000,48027970,9.42416,7.4,568
1534,tt0446013,Pathfinder,2007,99,45000000,30822861,11.1015,5.4,173
1535,tt0266987,Spy Game,2001,126,92000000,143049560,18.1868,6.8,592
1537,tt0264472,Changing Lanes,2002,89,45000000,94935764,7.81862,5.9,306
1538,tt0369339,Collateral,2004,120,65000000,217764291,13.4551,7,1476
1541,tt0103074,Thelma & Louise,1991,130,16000000,45361000,14.7854,7.2,766
1542,tt0151804,Office Space,1999,89,10000000,12827813,12.3291,7.4,1068
1547,tt0093437,The Lost Boys,1987,97,8500000,32222567,9.09973,6.8,545
1551,tt0099582,Flatliners,1990,115,26000000,61489265,11.8901,6.3,413
1555,tt0283900,The Spanish Apartment,2002,122,5300000,3897799,5.94395,7,276
1562,tt0463854,28 Weeks Later,2007,100,15000000,64238440,12.8842,6.5,1225
1571,tt0337978,Live Free or Die Hard,2007,128,110000000,383531464,14.886,6.4,2122
1572,tt0112864,Die Hard: With a Vengeance,1995,128,90000000,366101666,15.1389,6.9,2094
1573,tt0099423,Die Hard 2,1990,124,70000000,240031094,18.786,6.6,1920
1574,tt0299658,Chicago,2002,113,45000000,306776732,13.3253,6.9,695
1577,tt0318627,Resident Evil: Apocalypse,2004,94,45000000,129394835,7.8508,6.1,1286
1578,tt0081398,Raging Bull,1980,129,18000000,23000000,8.86856,7.7,968
1579,tt0472043,Apocalypto,2006,139,40000000,120175290,7.73523,7.3,1252
1581,tt0457939,The Holiday,2006,136,85000000,194168700,14.0434,6.7,1259
1584,tt0332379,School of Rock,2003,108,35000000,131282949,17.9514,6.8,1454
1586,tt0363988,Secret Window,2004,96,40000000,92913171,9.52428,6.4,1007
1587,tt0108550,What's Eating Gilbert Grape,1993,118,11000000,10032765,10.3919,7.5,943
1588,tt0204946,Bring It On,2000,98,28000000,90449929,6.40289,5.8,574
1592,tt0117381,Primal Fear,1996,129,30000000,102616183,10.3262,7.4,644
1593,tt0477347,Night at the Museum,2006,108,110000000,574480841,16.662,6.4,2949
1597,tt0212338,Meet the Parents,2000,108,55000000,330444045,14.1783,6.6,1743
1598,tt0101540,Cape Fear,1991,128,35000000,182300000,10.3027,7,692
1619,tt0202677,The Way of the Gun,2000,119,8500000,19125401,6.03633,6.4,106
1620,tt0465494,Hitman,2007,89,24000000,99965753,13.7652,5.9,982
1621,tt0086465,Trading Places,1983,116,40600000,90400000,14.2851,7.1,763
1624,tt0119528,Liar Liar,1997,86,45000000,302710615,10.1025,6.4,1456
1630,tt0117318,The People vs. Larry Flynt,1996,129,36000000,20300385,9.17837,6.8,257
1632,tt0095647,Mississippi Burning,1988,128,15000000,34604000,13.9719,7.4,336
1633,tt0101921,Fried Green Tomatoes,1991,130,11000000,119418501,6.58425,7.6,298
1635,tt0399201,The Island,2005,136,126000000,162949164,11.4436,6.5,1813
1636,tt0230030,Bedazzled,2000,93,48000000,90383208,8.78159,5.6,526
1639,tt0120179,Speed 2: Cruise Control,1997,121,160000000,164508066,11.2685,4.1,439
1640,tt0375679,Crash,2004,112,6500000,98410061,9.78515,7.2,1172
1641,tt0141098,Forces of Nature,1999,105,75000000,93888180,7.90603,5.1,141
1642,tt0113957,The Net,1995,114,22000000,110627965,13.3043,5.6,359
1645,tt0117913,A Time to Kill,1996,149,40000000,152266007,13.309,7,522
1646,tt0463998,Freedom Writers,2007,123,21000000,41170784,13.5852,7.6,368
1648,tt0096928,Bill & Ted's Excellent Adventure,1989,90,10000000,40485039,15.1093,6.7,464
1656,tt0386140,The Legend of Zorro,2005,129,75000000,142400065,8.94001,5.9,909
1667,tt0428803,March of the Penguins,2005,80,8000000,127392239,9.43512,6.9,371
1669,tt0099810,The Hunt for Red October,1990,134,30000000,199200000,15.9113,7.2,971
1677,tt0350258,Ray,2004,152,40000000,124731534,10.6038,7.2,481
1683,tt0444682,The Reaping,2007,99,40000000,62771059,9.82584,5.4,209
1689,tt0107426,Little Buddha,1993,140,35000000,4858139,5.68152,6,76
1690,tt0450278,Hostel,2005,94,4800000,80578934,12.0939,5.7,913
1694,tt0089885,Re-Animator,1985,86,900000,2023414,9.86724,7,263
1713,tt0102175,Jungle Fever,1991,132,14000000,32482682,7.70192,6,71
1715,tt0124315,The Cider House Rules,1999,126,24000000,88545092,9.52678,6.9,285
1717,tt0405676,All the King's Men,2006,125,55000000,9450897,7.99117,5.7,95
1722,tt0238112,Captain Corelli's Mandolin,2001,131,57000000,62112895,9.24372,5.6,146
1724,tt0800080,The Incredible Hulk,2008,114,150000000,163712074,19.1255,6.1,3086
1726,tt0371746,Iron Man,2008,126,140000000,585174222,22.0731,7.4,8951
1729,tt0865556,The Forbidden Kingdom,2008,104,55000000,127906624,6.9976,6.3,476
1734,tt0209163,The Mummy Returns,2001,130,98000000,433013274,16.9457,6,2258
1735,tt0859163,The Mummy: Tomb of the Dragon Emperor,2008,112,145000000,401128639,14.2502,5.2,1418
1738,tt0435705,Next,2007,96,70000000,76066841,9.41746,5.9,880
1770,tt0117039,Michael Collins,1996,132,28000000,16900000,6.7282,6.8,98
1771,tt0458339,Captain America: The First Avenger,2011,124,140000000,370569774,19.3236,6.6,7174
1779,tt0098213,Roger & Me,1989,91,160000,6706368,4.87701,7.4,92
1781,tt0497116,An Inconvenient Truth,2006,100,1000000,46243000,6.68493,6.7,257
1788,tt0087277,Footloose,1984,107,8200000,80035402,10.404,6.4,525
1791,tt0254686,The Piano Teacher,2001,131,3000000,9801375,6.36308,7.2,197
1792,tt0338466,Stuck on You,2003,118,55000000,33828318,6.96675,5.1,194
1807,tt0363589,Elephant,2003,81,3000000,10012022,6.44731,7,410
1812,tt0162710,Trick,1999,89,450000,2049595,2.49329,6.7,24
1817,tt0183649,Phone Booth,2002,81,13000000,97837138,9.14277,6.7,1087
1819,tt0463034,"You, Me and Dupree",2006,108,54000000,130431368,8.57008,5.4,421
1824,tt0343660,50 First Dates,2004,99,75000000,196482882,11.1349,6.6,2161
1825,tt0093692,Over the Top,1987,93,25000000,16057580,8.43196,5.7,331
1826,tt0409184,Russian Dolls,2005,129,13000000,23727301,6.36134,6.8,156
1830,tt0399295,Lord of War,2005,122,42000000,24127895,8.74522,7,1356
1831,tt0156841,The Next Best Thing,2000,108,25000000,24362772,2.972,4.3,29
1832,tt0120655,Dogma,1999,130,10000000,30652890,8.55909,6.8,842
1833,tt0294870,Rent,2005,135,40000000,31670620,9.53028,6.7,159
1844,tt0137494,Entrapment,1999,112,66000000,212404396,10.6233,6,613
1850,tt0125664,Man on the Moon,1999,118,82000000,47434430,13.2174,6.9,444
1852,tt0469641,World Trade Center,2006,128,63000000,162945894,13.3321,5.9,461
1857,tt0092106,The Transformers: The Movie,1986,84,6000000,5849647,6.75918,7.1,134
1858,tt0418279,Transformers,2007,144,150000000,709709780,5.58771,6.6,4113
1865,tt1298650,Pirates of the Caribbean: On Stranger Tides,2011,136,380000000,1045713802,27.8877,6.4,5068
1878,tt0120669,Fear and Loathing in Las Vegas,1998,118,18500000,10680275,9.22035,7.2,1321
1880,tt0087985,Red Dawn,1984,114,4200000,38376497,8.23317,6.4,217
1883,tt0104797,Malcolm X,1992,202,34000000,48169908,14.207,7.3,377
1885,tt0087538,The Karate Kid,1984,126,8000000,90815558,7.64499,6.9,913
1887,tt0422720,Marie Antoinette,2006,123,40000000,60474340,8.85256,6.5,662
1891,tt0080684,The Empire Strikes Back,1980,124,18000000,538400000,19.471,8.2,5998
1892,tt0086190,Return of the Jedi,1983,135,32350000,572700000,14.5861,7.9,4763
1893,tt0120915,Star Wars: Episode I - The Phantom Menace,1999,136,115000000,924317558,15.6491,6.4,4526
1894,tt0121765,Star Wars: Episode II - Attack of the Clones,2002,142,120000000,649398328,14.0725,6.4,4074
1895,tt0121766,Star Wars: Episode III - Revenge of the Sith,2005,140,113000000,850000000,13.1654,7.1,4200
1900,tt0181865,Traffic,2000,147,48000000,207515725,8.33822,6.9,573
1902,tt0125659,Open Your Eyes,1997,117,2900000,368234,8.84296,7.4,211
1903,tt0259711,Vanilla Sky,2001,136,68000000,203388341,10.0711,6.5,1100
1904,tt0397535,Memoirs of a Geisha,2005,145,85000000,162242962,7.68076,7.3,670
1907,tt0163978,The Beach,2000,119,40000000,144056873,14.4303,6.3,1271
1909,tt0112883,Don Juan DeMarco,1994,97,25000000,22200000,7.43893,6.3,184
1911,tt0120657,The 13th Warrior,1999,102,160000000,61698899,10.308,6.4,524
1913,tt0369702,The Sea Inside,2004,125,12806000,38535221,14.6977,7.2,224
1921,tt0230838,Sweet November,2001,119,40000000,65754228,14.8403,6.4,292
1923,tt0105665,Twin Peaks: Fire Walk with Me,1992,134,10000000,4160851,8.73654,7.3,429
1927,tt0286716,Hulk,2003,138,137000000,245360480,15.4226,5.3,1571
1930,tt0948470,The Amazing Spider-Man,2012,136,215000000,752215857,31.1023,6.5,6734
1931,tt0775539,Stomp the Yard,2007,114,13000000,75511123,5.60751,6.1,90
1934,tt0138097,Shakespeare in Love,1998,122,25000000,289317794,13.8132,6.8,831
1945,tt0110638,Nell,1994,112,31000000,106683817,5.93096,6.1,128
1946,tt0120907,eXistenZ,1999,97,15000000,2856712,11.4461,6.7,487
1947,tt0350261,An Unfinished Life,2005,108,30000000,18618284,7.76195,6.7,165
1948,tt0479884,Crank,2006,88,12000000,42931041,12.6276,6.6,1172
1949,tt0443706,Zodiac,2007,157,65000000,84785914,19.0838,7.3,2080
1951,tt0342735,Manderlay,2005,139,14200000,674918,4.569,6.9,81
1954,tt0289879,The Butterfly Effect,2004,113,13000000,96060858,12.9949,7.3,2119
1955,tt0080678,The Elephant Man,1980,124,5000000,26010864,8.40567,7.9,740
1957,tt0278435,Enough,2002,114,38000000,51801187,6.68129,6.2,268
1961,tt0489235,My Name Is Bruce,2007,86,1500000,173066,8.70879,5.9,107
1965,tt0120787,A Perfect Murder,1998,107,60000000,128038368,9.43081,6.3,320
1966,tt0346491,Alexander,2004,175,155000000,167298192,13.4986,5.6,957
1969,tt0416496,Bandidas,2006,93,35000000,10496317,19.2948,5.8,319
1970,tt0391198,The Grudge,2004,92,10000000,183474602,9.74083,5.8,889
1975,tt0433386,The Grudge 2,2006,102,20000000,39143839,6.7688,5.3,288
1977,tt1053859,The Grudge 3,2009,90,5000000,38610009,10.5105,5.3,150
1979,tt0486576,Fantastic 4: Rise of the Silver Surfer,2007,92,130000000,289047763,12.9243,5.4,2648
1985,tt0387131,The Constant Gardener,2005,129,25000000,82466670,11.5565,6.9,428
1988,tt0829459,A Mighty Heart,2007,100,16000000,18928871,16.7702,6.7,97
1989,tt0765120,My Blueberry Nights,2007,111,10000000,21786738,11.1196,6.1,197
1991,tt1028528,Death Proof,2007,113,25000000,25037897,13.4121,6.7,1359
1995,tt0146316,Lara Croft: Tomb Raider,2001,100,115000000,274703340,15.8517,5.7,2235
1996,tt0325703,Lara Croft Tomb Raider: The Cradle of Life,2003,117,95000000,156505388,13.0763,5.5,1443
1997,tt0338512,Two Brothers,2004,109,74500000,62172050,5.3003,6.9,185
2001,tt0498399,We Own the Night,2007,117,21000000,54926886,7.57214,6.5,327
2005,tt0105417,Sister Act,1992,100,31000000,231605150,18.8307,6.5,713
2009,tt1032846,"4 Months, 3 Weeks and 2 Days",2007,113,852510,1185783,9.99041,7.4,158
2013,tt0401383,The Diving Bell and the Butterfly,2007,112,14000000,19777647,11.0903,7.5,290
2014,tt0880502,The Edge of Heaven,2007,122,3800000,17804565,10.083,6.6,68
2016,tt0444182,Days of Glory,2006,128,14500000,22963701,10.0215,6.7,96
2018,tt0209475,The Wedding Planner,2001,103,35000000,94728529,8.05602,5.4,433
2019,tt0107076,Hard Target,1993,97,18000000,74189677,7.83435,6.1,237
2020,tt0120596,The Bachelor,1999,101,51000000,36911617,5.06173,4.5,84
2022,tt0280590,Mr. Deeds,2002,96,50000000,171269535,6.67436,5.6,660
2023,tt0317648,Hidalgo,2004,136,100000000,108103450,8.14071,6.5,321
2024,tt0187393,The Patriot,2000,165,110000000,215294342,15.9608,6.8,1130
2026,tt0340163,Hostage,2005,113,52000000,77944725,9.68664,6.2,519
2034,tt0139654,Training Day,2001,122,45000000,104876233,13.6646,7.3,1665
2043,tt0164334,Along Came a Spider,2001,104,60000000,105178561,13.2141,6.1,408
2044,tt0410297,The Lake House,2006,99,40000000,114830111,12.589,6.5,689
2046,tt0219699,The Gift,2000,111,10000000,12008642,7.88693,6.4,288
2048,tt0343818,"I, Robot",2004,115,120000000,347234916,14.4307,6.7,3889
2055,tt0316356,Open Range,2003,139,22000000,68296293,16.5326,7,268
2056,tt0340377,The Station Agent,2003,88,500000,8679814,5.85469,7.4,213
2057,tt0218922,Original Sin,2001,118,42000000,35402320,9.97036,5.8,200
2059,tt0368891,National Treasure,2004,131,100000000,347451894,18.9322,6.4,1974
2062,tt0382932,Ratatouille,2007,111,150000000,623722818,20.508,7.5,4510
2064,tt0114924,While You Were Sleeping,1995,103,17000000,182057016,15.7836,6.5,340
2067,tt0183523,Mission to Mars,2000,114,90000000,60874615,9.02111,5.7,374
2069,tt0190138,The Whole Nine Yards,2000,98,41300000,106371651,12.0615,6.3,540
2071,tt0102900,Shattered,1991,98,22000000,11511031,6.85194,6.1,32
2074,tt0116324,Flirting with Disaster,1996,92,7000000,14702438,5.57909,6.3,66
2080,tt0458525,X-Men Origins: Wolverine,2009,107,150000000,373062864,1.45654,6.2,4086
2082,tt0373883,Halloween,2007,109,15000000,80253908,11.6077,5.9,510
2085,tt0165929,Romeo Must Die,2000,115,25000000,91036760,8.36918,6,334
2086,tt0113972,Nick of Time,1995,90,8169363,8175346,6.84859,6.1,190
2088,tt0107983,Romeo Is Bleeding,1993,100,11500000,3275585,9.79632,5.7,36
2099,tt0091828,Raw Deal,1986,106,8500000,16209459,9.2921,5.5,159
2100,tt0272020,The Last Castle,2001,131,72000000,27642707,9.80755,7,290
2103,tt0307479,Solaris,2002,99,47000000,30002758,10.6428,5.9,378
2105,tt0163651,American Pie,1999,95,11000000,235483004,18.3442,6.4,2358
2108,tt0088847,The Breakfast Club,1985,97,1000000,51525171,12.6277,7.8,2189
2109,tt0120812,Rush Hour,1998,98,33000000,244386864,11.8406,6.8,1254
2112,tt0120784,Payback,1999,100,90000000,161626121,9.11201,6.7,557
2114,tt0173840,Final Fantasy: The Spirits Within,2001,106,137000000,85131830,10.2239,5.9,441
2116,tt0313443,Out of Time,2003,105,50000000,55495563,10.7389,6.1,305
2118,tt0119488,L.A. Confidential,1997,138,35000000,126216940,10.9894,7.7,1340
2119,tt0099371,Days of Thunder,1990,107,60000000,157920733,7.04675,5.9,359
2122,tt0327247,The Whole Ten Yards,2004,98,40000000,26155781,7.15606,5.5,282
2123,tt0183505,"Me, Myself & Irene",2000,116,51000000,149270999,9.95456,6.1,956
2124,tt0109456,Color of Night,1994,121,40000000,19726050,14.229,5.4,117
2133,tt0177971,The Perfect Storm,2000,130,120000000,325756637,18.912,6.2,609
2135,tt0268695,The Time Machine,2002,96,80000000,123729176,8.91813,5.8,644
2140,tt0271027,Kiss of the Dragon,2001,98,25000000,64437847,7.63734,6.4,304
2142,tt0118887,Cop Land,1997,104,15000000,44862187,9.15931,6.6,384
2148,tt0087089,The Cotton Club,1984,127,58000000,25928721,9.50806,6.5,71
2149,tt0106453,Body of Evidence,1993,101,30000000,13273595,4.65573,4.5,57
2155,tt0184858,Reindeer Games,2000,124,42000000,32168970,12.1176,5.3,175
2157,tt0120738,Lost in Space,1998,130,80000000,136159423,12.0006,5,395
2162,tt0163579,Chill Factor,1999,101,70000000,11263966,3.06263,5.3,30
2163,tt0118771,Breakdown,1997,95,36000000,50159144,7.92662,6.6,202
2164,tt0111282,Stargate,1994,121,55000000,196567262,13.3289,6.8,942
2171,tt0243655,Wet Hot American Summer,2001,97,5000000,295206,6.38608,6.4,271
2176,tt0221218,The Glass House,2001,106,30000000,23619609,6.41894,5.4,203
2179,tt0365830,Tenacious D in The Pick of Destiny,2006,93,22000000,13405595,7.98193,6.5,419
2185,tt0246464,Big Trouble,2002,85,40000000,8493890,5.76105,6.3,82
2207,tt0450232,16 Blocks,2006,105,55000000,65664721,11.8878,6.2,675
2210,tt0097257,Earth Girls Are Easy,1988,100,10000000,3916303,11.5097,5.5,110
2239,tt0466816,Hallam Foe,2007,95,8000000,60641,8.76254,6.8,51
2251,tt0250797,Unfaithful,2002,124,50000000,119137784,8.96839,6.3,282
2252,tt0765443,Eastern Promises,2007,100,51500000,55112356,9.89791,7.2,867
2253,tt0985699,Valkyrie,2008,121,75000000,200276000,8.63546,6.7,1195
2255,tt0118842,Chasing Amy,1997,113,250000,12021272,12.3116,6.7,441
2266,tt0401711,"Paris, je t'aime",2006,120,13000000,4857367,6.98049,6.7,213
2268,tt0385752,The Golden Compass,2007,113,180000000,372234864,11.4814,5.8,1347
2269,tt0409904,Day Watch,2006,132,4200000,38862717,7.42908,6.2,170
2270,tt0486655,Stardust,2007,127,70000000,135560026,14.7845,7.2,1215
2275,tt0144214,The General's Daughter,1999,116,60000000,149705852,14.0397,6.1,209
2277,tt0182789,Bicentennial Man,1999,131,100000000,93700000,9.36992,6.9,998
2280,tt0094737,Big,1988,104,18000000,151668774,9.56229,6.9,1022
